sls_ord_num,prd_key,CID,sls_sales,sls_quantity,sls_price,GEN,cst_firstname,cst_lastname,cst_marital_status,CNTRY,prd_id,prd_nm,prd_cost,prd_line,ID,CAT,SUBCAT,MAINTENANCE,order_date,ship_date,due_date,birth_date,customer_creation_date,product_start_date,product_end_date,is_active_product,customer_age,order_to_ship_days,order_date_month,ship_date_month,due_date_month,birth_date_month,customer_creation_date_month,product_start_date_month,product_end_date_month
SO46522,BK-R93R-48,12882,3578.0,1,3578.0,MALE,Eduardo,Allen,Married,US,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-18,2011-12-25,2011-12-30,1978-09-24,2025-10-12,2011-07-01,2007-12-28,False,46,7,December,December,December,September,October,July,December
SO46523,BK-R93R-52,12756,3578.0,1,3578.0,MALE,Antonio,Butler,Single,US,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-18,2011-12-25,2011-12-30,1980-12-23,2025-10-12,2011-07-01,2007-12-28,False,44,7,December,December,December,December,October,July,December
SO46524,BK-M82B-48,26111,3375.0,1,3375.0,FEMALE,Sarah,Coleman,Married,UNITED STATES,351,Mountain-100 Black- 48,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-18,2011-12-25,2011-12-30,1960-01-07,2026-01-14,2011-07-01,2007-12-28,False,65,7,December,December,December,January,January,July,December
SO46526,BK-M82S-48,12253,3400.0,1,3400.0,FEMALE,Jenny,Sun,Single,AUSTRALIA,347,Mountain-100 Silver- 48,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-18,2011-12-25,2011-12-30,1982-08-14,2025-10-08,2011-07-01,2007-12-28,False,42,7,December,December,December,August,October,July,December
SO46527,BK-R50B-60,25940,699.0,1,699.0,MALE,Gerald,Arun,Single,AUSTRALIA,334,Road-650 Black- 60,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-18,2011-12-25,2011-12-30,1957-02-10,2026-01-14,2011-07-01,2007-12-28,False,68,7,December,December,December,February,January,July,December
SO46528,BK-R93R-44,15063,3578.0,1,3578.0,FEMALE,Kari,Malhotra,Married,DE,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-19,2011-12-26,2011-12-31,1965-12-17,2025-10-12,2011-07-01,2007-12-28,False,59,7,December,December,December,December,October,July,December
SO46529,BK-R93R-56,12784,3578.0,1,3578.0,MALE,Jonathan,Campbell,Married,US,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-19,2011-12-26,2011-12-31,1961-09-04,2025-10-12,2011-07-01,2007-12-28,False,63,7,December,December,December,September,October,July,December
SO46530,BK-R93R-52,24671,3578.0,1,3578.0,MALE,Christian,Perry,Married,CANADA,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-19,2011-12-26,2011-12-31,1960-11-10,2026-01-05,2011-07-01,2007-12-28,False,64,7,December,December,December,November,January,July,December
SO46531,BK-R93R-62,12423,3578.0,1,3578.0,FEMALE,Sarah,Thompson,Single,US,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-19,2011-12-26,2011-12-31,1970-10-19,2025-10-08,2011-07-01,2007-12-28,False,54,7,December,December,December,October,October,July,December
SO46532,BK-R50B-44,19041,699.0,1,699.0,FEMALE,Autumn,Zheng,Single,FRANCE,338,Road-650 Black- 44,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-19,2011-12-26,2011-12-31,1950-11-30,2026-01-05,2011-07-01,2007-12-28,False,74,7,December,December,December,November,January,July,December
SO46533,BK-M82B-38,26106,3375.0,1,3375.0,MALE,Connor,King,Single,UNITED STATES,348,Mountain-100 Black- 38,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-19,2011-12-26,2011-12-31,1965-09-09,2026-01-14,2011-07-01,2007-12-28,False,59,7,December,December,December,September,January,July,December
SO46536,BK-R93R-44,13556,3578.0,1,3578.0,FEMALE,Alisha,Nath,Single,FRANCE,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-19,2011-12-26,2011-12-31,1975-05-13,2025-10-12,2011-07-01,2007-12-28,False,50,7,December,December,December,May,October,July,December
SO46537,BK-M82S-38,11427,3400.0,1,3400.0,FEMALE,Desiree,Dominguez,Married,DE,344,Mountain-100 Silver- 38,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-20,2011-12-27,2012-01-01,1959-06-17,2025-10-08,2011-07-01,2007-12-28,False,65,7,December,December,January,June,October,July,December
SO46538,BK-R93R-62,12774,3578.0,1,3578.0,FEMALE,Kristen,Gao,Married,US,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-20,2011-12-27,2012-01-01,1971-09-18,2025-10-12,2011-07-01,2007-12-28,False,53,7,December,December,January,September,October,July,December
SO46539,BK-R93R-56,12200,3578.0,1,3578.0,MALE,Rafael,Sharma,Married,US,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-20,2011-12-27,2012-01-01,1943-01-20,2025-10-08,2011-07-01,2007-12-28,False,82,7,December,December,January,January,October,July,December
SO46542,BK-M82S-48,11431,3400.0,1,3400.0,MALE,Bryant,Garcia,Married,DE,347,Mountain-100 Silver- 48,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1974-10-20,2025-10-08,2011-07-01,2007-12-28,False,50,7,December,December,January,October,October,July,December
SO46543,BK-M82S-42,11549,3400.0,1,3400.0,FEMALE,Crystal,Liang,Married,UNITED KINGDOM,345,Mountain-100 Silver- 42,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1979-09-03,2025-10-08,2011-07-01,2007-12-28,False,45,7,December,December,January,September,October,July,December
SO46544,BK-R93R-44,12766,3578.0,1,3578.0,FEMALE,Jordyn,Bryant,Married,US,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1971-02-08,2025-10-12,2011-07-01,2007-12-28,False,54,7,December,December,January,February,October,July,December
SO46545,BK-R93R-62,24646,3578.0,1,3578.0,MALE,Juan,Murphy,Married,CANADA,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1950-01-09,2026-01-05,2011-07-01,2007-12-28,False,75,7,December,December,January,January,January,July,December
SO46546,BK-R93R-62,12780,3578.0,1,3578.0,MALE,Jeremy,Richardson,Married,US,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1967-03-19,2025-10-12,2011-07-01,2007-12-28,False,58,7,December,December,January,March,October,July,December
SO46547,BK-R93R-52,12917,3578.0,1,3578.0,FEMALE,Vanessa,Russell,Married,US,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1975-08-30,2025-10-12,2011-07-01,2007-12-28,False,49,7,December,December,January,August,October,July,December
SO46548,BK-R93R-62,12418,3578.0,1,3578.0,MALE,Robert,Hernandez,Single,US,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1959-04-23,2025-10-08,2011-07-01,2007-12-28,False,66,7,December,December,January,April,October,July,December
SO46549,BK-R93R-52,12452,3578.0,1,3578.0,MALE,Sean,Sanchez,Married,US,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1964-05-23,2025-10-08,2011-07-01,2007-12-28,False,61,7,December,December,January,May,October,July,December
SO46550,BK-M82B-44,26097,3375.0,1,3375.0,MALE,Robert,Flores,Single,UNITED STATES,350,Mountain-100 Black- 44,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1940-12-08,2026-01-14,2011-07-01,2007-12-28,False,84,7,December,December,January,December,January,July,December
SO46551,BK-R50R-52,14914,699.0,1,699.0,FEMALE,Arianna,Gray,Married,USA,330,Road-650 Red- 52,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1974-02-11,2025-10-12,2011-07-01,2007-12-28,False,51,7,December,December,January,February,October,July,December
SO46552,BK-R50R-48,15017,699.0,1,699.0,FEMALE,Amanda,Ramirez,Single,USA,328,Road-650 Red- 48,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1986-04-21,2025-10-12,2011-07-01,2007-12-28,False,39,7,December,December,January,April,October,July,December
SO46555,BK-M82B-48,12010,3375.0,1,3375.0,MALE,Max,Serrano,Married,AUSTRALIA,351,Mountain-100 Black- 48,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1962-08-26,2025-10-08,2011-07-01,2007-12-28,False,62,7,December,December,January,August,October,July,December
SO46556,BK-R50R-44,25948,699.0,1,699.0,FEMALE,Christine,Stone,Single,AUSTRALIA,326,Road-650 Red- 44,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-21,2011-12-28,2012-01-02,1965-05-06,2026-01-14,2011-07-01,2007-12-28,False,60,7,December,December,January,May,January,July,December
SO46557,BK-R93R-62,12904,3578.0,1,3578.0,MALE,Thomas,Jai,Married,US,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-22,2011-12-29,2012-01-03,1980-02-16,2025-10-12,2011-07-01,2007-12-28,False,45,7,December,December,January,February,October,July,December
SO46558,BK-R93R-56,12184,3578.0,1,3578.0,MALE,Isaiah,Perez,Married,US,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-22,2011-12-29,2012-01-03,1966-06-07,2025-10-08,2011-07-01,2007-12-28,False,59,7,December,December,January,June,October,July,December
SO46559,BK-R93R-62,12762,3578.0,1,3578.0,MALE,Jonathan,Smith,Married,US,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-22,2011-12-29,2012-01-03,1964-12-16,2025-10-12,2011-07-01,2007-12-28,False,60,7,December,December,January,December,October,July,December
SO46560,BK-M82S-38,26096,3400.0,1,3400.0,MALE,Kevin,Wright,Married,UNITED STATES,344,Mountain-100 Silver- 38,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-22,2011-12-29,2012-01-03,1960-07-24,2026-01-14,2011-07-01,2007-12-28,False,64,7,December,December,January,July,January,July,December
SO46562,BK-R93R-44,14978,3578.0,1,3578.0,MALE,Jamie,Ortega,Single,DE,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-22,2011-12-29,2012-01-03,1983-09-29,2025-10-12,2011-07-01,2007-12-28,False,41,7,December,December,January,September,October,July,December
SO46563,BK-R50R-58,25945,699.0,1,699.0,MALE,Brent,Guo,Married,AUSTRALIA,320,Road-650 Red- 58,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-22,2011-12-29,2012-01-03,1957-08-16,2026-01-14,2011-07-01,2007-12-28,False,67,7,December,December,January,August,January,July,December
SO46564,BK-M82S-48,11494,3400.0,1,3400.0,MALE,Jimmy,Gutierrez,Single,UNITED KINGDOM,347,Mountain-100 Silver- 48,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-23,2011-12-30,2012-01-04,1976-01-25,2025-10-08,2011-07-01,2007-12-28,False,49,7,December,December,January,January,October,July,December
SO46565,BK-R93R-44,12769,3578.0,1,3578.0,MALE,Thomas,Zhang,Married,US,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-23,2011-12-30,2012-01-04,1960-09-17,2025-10-12,2011-07-01,2007-12-28,False,64,7,December,December,January,September,October,July,December
SO46566,BK-R93R-44,12789,3578.0,1,3578.0,FEMALE,Jamie,Zeng,Married,US,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-23,2011-12-30,2012-01-04,1962-10-22,2025-10-12,2011-07-01,2007-12-28,False,62,7,December,December,January,October,October,July,December
SO46567,BK-R93R-52,12707,3578.0,1,3578.0,MALE,Ian,Lewis,Married,US,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-23,2011-12-30,2012-01-04,1947-03-28,2025-10-12,2011-07-01,2007-12-28,False,78,7,December,December,January,March,October,July,December
SO46568,BK-R93R-48,12761,3578.0,1,3578.0,FEMALE,Alexandra,Richardson,Single,US,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-23,2011-12-30,2012-01-04,1971-09-01,2025-10-12,2011-07-01,2007-12-28,False,53,7,December,December,January,September,October,July,December
SO46569,BK-R93R-48,12450,3578.0,1,3578.0,MALE,Cody,Cook,Married,US,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-24,2011-12-31,2012-01-05,1964-03-22,2025-10-08,2011-07-01,2007-12-28,False,61,7,December,December,January,March,October,July,December
SO46570,BK-R93R-52,13536,3578.0,1,3578.0,FEMALE,Arianna,Ward,Single,FRANCE,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-24,2011-12-31,2012-01-05,1975-11-10,2025-10-12,2011-07-01,2007-12-28,False,49,7,December,December,January,November,October,July,December
SO46571,BK-R93R-52,15668,3578.0,1,3578.0,MALE,Erick,Fernandez,Married,UNITED KINGDOM,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-24,2011-12-31,2012-01-05,1981-02-23,2026-01-04,2011-07-01,2007-12-28,False,44,7,December,December,January,February,January,July,December
SO46572,BK-R93R-56,13552,3578.0,1,3578.0,MALE,Trevor,Hughes,Single,FRANCE,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-24,2011-12-31,2012-01-05,1974-08-30,2025-10-12,2011-07-01,2007-12-28,False,50,7,December,December,January,August,October,July,December
SO46573,BK-R93R-56,13555,3578.0,1,3578.0,FEMALE,Tammy,Smith,Married,FRANCE,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-24,2011-12-31,2012-01-05,1980-09-09,2025-10-12,2011-07-01,2007-12-28,False,44,7,December,December,January,September,October,July,December
SO46574,BK-M82B-38,12243,3375.0,1,3375.0,FEMALE,Kristy,Rubio,Single,AUSTRALIA,348,Mountain-100 Black- 38,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-24,2011-12-31,2012-01-05,1985-11-15,2025-10-08,2011-07-01,2007-12-28,False,39,7,December,December,January,November,October,July,December
SO46575,BK-M82B-48,12338,3375.0,1,3375.0,FEMALE,Monica,Vance,Single,AUSTRALIA,351,Mountain-100 Black- 48,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-24,2011-12-31,2012-01-05,1982-01-05,2025-10-08,2011-07-01,2007-12-28,False,43,7,December,December,January,January,October,July,December
SO46576,BK-R93R-62,24757,3578.0,1,3578.0,FEMALE,Alisha,She,Married,CANADA,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-25,2012-01-01,2012-01-06,1969-01-06,2026-01-05,2011-07-01,2007-12-28,False,56,7,December,January,January,January,January,July,December
SO46577,BK-R93R-44,12913,3578.0,1,3578.0,MALE,Benjamin,Moore,Married,US,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-25,2012-01-01,2012-01-06,1979-02-19,2025-10-12,2011-07-01,2007-12-28,False,46,7,December,January,January,February,October,July,December
SO46578,BK-R93R-56,12178,3578.0,1,3578.0,MALE,Ethan,Shan,Married,US,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-25,2012-01-01,2012-01-06,1959-11-08,2025-10-08,2011-07-01,2007-12-28,False,65,7,December,January,January,November,October,July,December
SO46579,BK-R93R-44,12186,3578.0,1,3578.0,MALE,Bryant,Srini,Single,US,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-25,2012-01-01,2012-01-06,1971-05-09,2025-10-08,2011-07-01,2007-12-28,False,54,7,December,January,January,May,October,July,December
SO46580,BK-R93R-62,12187,3578.0,1,3578.0,MALE,Ruben,Subram,Married,US,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-25,2012-01-01,2012-01-06,1966-01-19,2025-10-08,2011-07-01,2007-12-28,False,59,7,December,January,January,January,October,July,December
SO46582,BK-R93R-56,12207,3578.0,1,3578.0,MALE,Samuel,Hill,Single,US,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-25,2012-01-01,2012-01-06,1945-12-18,2025-10-08,2011-07-01,2007-12-28,False,79,7,December,January,January,December,October,July,December
SO46584,BK-M82B-38,12252,3375.0,1,3375.0,MALE,Omar,Liu,Married,AUSTRALIA,348,Mountain-100 Black- 38,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-25,2012-01-01,2012-01-06,1983-03-31,2025-10-08,2011-07-01,2007-12-28,False,42,7,December,January,January,March,October,July,December
SO46585,BK-R93R-56,15050,3578.0,1,3578.0,MALE,Joshua,Miller,Single,DE,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-26,2012-01-02,2012-01-07,1971-12-07,2025-10-12,2011-07-01,2007-12-28,False,53,7,December,January,January,December,October,July,December
SO46586,BK-R93R-52,12364,3578.0,1,3578.0,FEMALE,Erin,Rogers,Married,US,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-26,2012-01-02,2012-01-07,1947-04-27,2025-10-08,2011-07-01,2007-12-28,False,78,7,December,January,January,April,October,July,December
SO46587,BK-R93R-56,12448,3578.0,1,3578.0,FEMALE,Hailey,Cox,Single,US,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-26,2012-01-02,2012-01-07,1974-11-13,2025-10-08,2011-07-01,2007-12-28,False,50,7,December,January,January,November,October,July,December
SO46588,BK-M82B-48,20035,3375.0,1,3375.0,MALE,Cesar,Fernandez,Married,CANADA,351,Mountain-100 Black- 48,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-26,2012-01-02,2012-01-07,1974-02-25,2026-01-05,2011-07-01,2007-12-28,False,51,7,December,January,January,February,January,July,December
SO46589,BK-R50R-44,25946,699.0,1,699.0,FEMALE,Britta,Simon,Married,AUSTRALIA,326,Road-650 Red- 44,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-26,2012-01-02,2012-01-07,1964-03-19,2026-01-14,2011-07-01,2007-12-28,False,61,7,December,January,January,March,January,July,December
SO46590,BK-R93R-48,24501,3578.0,1,3578.0,FEMALE,Victoria,Garcia,Single,CANADA,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-27,2012-01-03,2012-01-08,1984-10-25,2026-01-05,2011-07-01,2007-12-28,False,40,7,December,January,January,October,January,July,December
SO46591,BK-R93R-62,12773,3578.0,1,3578.0,FEMALE,Samantha,Taylor,Married,US,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-27,2012-01-03,2012-01-08,1961-05-08,2025-10-12,2011-07-01,2007-12-28,False,64,7,December,January,January,May,October,July,December
SO46592,BK-R93R-52,24664,3578.0,1,3578.0,MALE,Ian,Washington,Married,CANADA,313,Road-150 Red- 52,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-27,2012-01-03,2012-01-08,1970-05-06,2026-01-05,2011-07-01,2007-12-28,False,55,7,December,January,January,May,January,July,December
SO46593,BK-R93R-56,12912,3578.0,1,3578.0,FEMALE,Brianna,Morris,Single,US,314,Road-150 Red- 56,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-27,2012-01-03,2012-01-08,1973-09-22,2025-10-12,2011-07-01,2007-12-28,False,51,7,December,January,January,September,October,July,December
SO46595,BK-R93R-48,15691,3578.0,1,3578.0,MALE,Julian,Henderson,Married,UNITED KINGDOM,312,Road-150 Red- 48,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-27,2012-01-03,2012-01-08,1959-12-15,2026-01-04,2011-07-01,2007-12-28,False,65,7,December,January,January,December,January,July,December
SO46596,BK-M82B-42,12037,3375.0,1,3375.0,FEMALE,Patricia,Chapman,Single,AUSTRALIA,349,Mountain-100 Black- 42,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-27,2012-01-03,2012-01-08,1949-03-13,2025-10-08,2011-07-01,2007-12-28,False,76,7,December,January,January,March,October,July,December
SO46597,BK-M82B-38,12039,3375.0,1,3375.0,MALE,Ricardo,Nath,Married,AUSTRALIA,348,Mountain-100 Black- 38,1898.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-27,2012-01-03,2012-01-08,1948-08-12,2025-10-08,2011-07-01,2007-12-28,False,76,7,December,January,January,August,October,July,December
SO46598,BK-R93R-44,15080,3578.0,1,3578.0,FEMALE,Evelyn,Chandra,Married,DE,311,Road-150 Red- 44,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-28,2012-01-04,2012-01-09,1986-05-05,2025-10-12,2011-07-01,2007-12-28,False,39,7,December,January,January,May,October,July,December
SO46599,BK-R93R-62,12206,3578.0,1,3578.0,FEMALE,Sierra,Parker,Married,US,310,Road-150 Red- 62,2171.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-28,2012-01-04,2012-01-09,1944-10-09,2025-10-08,2011-07-01,2007-12-28,False,80,7,December,January,January,October,October,July,December
SO46600,BK-R50B-60,19027,699.0,1,699.0,FEMALE,Mayra,Madan,Single,FRANCE,334,Road-650 Black- 60,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-28,2012-01-04,2012-01-09,1963-02-18,2026-01-05,2011-07-01,2007-12-28,False,62,7,December,January,January,February,January,July,December
SO46601,BK-M82S-42,26098,3400.0,1,3400.0,MALE,Daniel,Lee,Single,UNITED STATES,345,Mountain-100 Silver- 42,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-28,2012-01-04,2012-01-09,1941-03-08,2026-01-14,2011-07-01,2007-12-28,False,84,7,December,January,January,March,January,July,December
SO46603,BK-M82S-42,12240,3400.0,1,3400.0,MALE,Clayton,Sharma,Single,AUSTRALIA,345,Mountain-100 Silver- 42,1912.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-28,2012-01-04,2012-01-09,1986-06-03,2025-10-08,2011-07-01,2007-12-28,False,39,7,December,January,January,June,October,July,December
SO46676,BK-R64Y-42,18047,1000.0,1,1000.0,FEMALE,Latasha,Alvarez,Married,GERMANY,385,Road-550-W Yellow- 42,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-29,2012-01-05,2012-01-10,1979-08-09,2026-01-04,2012-07-01,2008-12-27,False,45,7,December,January,January,August,January,July,December
SO46677,BK-R89R-58,15460,2182.0,1,2182.0,FEMALE,Bethany,Nara,Married,DE,371,Road-250 Red- 58,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-29,2012-01-05,2012-01-10,1953-02-09,2026-01-04,2012-07-01,2008-12-27,False,72,7,December,January,January,February,January,July,December
SO46678,BK-R50R-52,19930,783.0,1,783.0,MALE,Tony,Tang,Married,GERMANY,330,Road-650 Red- 52,413.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-29,2012-01-05,2012-01-10,1959-02-03,2026-01-05,2011-07-01,2007-12-28,False,66,7,December,January,January,February,January,July,December
SO46679,BK-R89B-44,13062,2182.0,1,2182.0,MALE,Eduardo,Williams,Single,US,373,Road-250 Black- 44,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-29,2012-01-05,2012-01-10,1980-01-06,2025-10-12,2012-07-01,2008-12-27,False,45,7,December,January,January,January,October,July,December
SO46681,BK-M68B-46,12349,2049.0,1,2049.0,FEMALE,Lacey,Yuan,Single,AUSTRALIA,362,Mountain-200 Black- 46,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-29,2012-01-05,2012-01-10,1980-01-23,2025-10-08,2012-07-01,2008-12-27,False,45,7,December,January,January,January,October,July,December
SO46682,BK-M68B-38,12355,2049.0,1,2049.0,FEMALE,Monique,Ortega,Single,AUSTRALIA,358,Mountain-200 Black- 38,1106.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-29,2012-01-05,2012-01-10,1984-03-19,2025-10-08,2012-07-01,2008-12-27,False,41,7,December,January,January,March,October,July,December
SO46683,BK-M68S-42,12571,2071.0,1,2071.0,FEMALE,Jennifer,Green,Married,AUSTRALIA,354,Mountain-200 Silver- 42,1118.0,M ,BI_MB,Bikes,Mountain Bikes,Yes,2011-12-29,2012-01-05,2012-01-10,1985-11-16,2025-10-08,2012-07-01,2008-12-27,False,39,7,December,January,January,November,October,July,December
SO46684,BK-R64Y-38,18125,1000.0,1,1000.0,FEMALE,Leah,Cai,Married,GERMANY,381,Road-550-W Yellow- 38,606.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-30,2012-01-06,2012-01-11,1974-11-13,2026-01-04,2012-07-01,2008-12-27,False,50,7,December,January,January,November,January,July,December
SO46685,BK-R89B-52,12947,2182.0,1,2182.0,MALE,Isaiah,Sanchez,Single,US,377,Road-250 Black- 52,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-30,2012-01-06,2012-01-11,1969-08-16,2025-10-12,2012-07-01,2008-12-27,False,55,7,December,January,January,August,October,July,December
SO46687,BK-R89B-58,15457,2182.0,1,2182.0,FEMALE,Adriana,Martinez,Married,DE,379,Road-250 Black- 58,1321.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-31,2012-01-07,2012-01-12,1946-08-28,2026-01-04,2012-07-01,2008-12-27,False,78,7,December,January,January,August,January,July,December
SO46688,BK-R89R-48,12929,2443.0,1,2443.0,FEMALE,Vanessa,Bryant,Married,US,369,Road-250 Red- 48,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-31,2012-01-07,2012-01-12,1974-09-02,2025-10-12,2012-07-01,2008-12-27,False,50,7,December,January,January,September,October,July,December
SO46689,BK-R89R-48,13032,2443.0,1,2443.0,MALE,Kevin,Baker,Married,US,369,Road-250 Red- 48,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-31,2012-01-07,2012-01-12,1982-10-07,2025-10-12,2012-07-01,2008-12-27,False,42,7,December,January,January,October,October,July,December
SO46690,BK-R89R-44,13039,2443.0,1,2443.0,FEMALE,Trisha,Ma,Single,US,368,Road-250 Red- 44,1519.0,R ,BI_RB,Bikes,Road Bikes,Yes,2011-12-31,2012-01-07,2012-01-12,1986-02-17,2025-10-12,2012-07-01,2008-12-27,False,39,7,December,January,January,February,October,July,December
